Comment,Sentiment
Алексей здравствуйтеНапишите мне в ЛС номер счетанакладной пожалуйстаБудем разбираться почему так произошло чтобы избежать таких ситуаций в дальнейшем,
Мария спасибо за вашу работу ,
Грузы и правдо летают наверно Прям с самолета скидывают на землюиз  позицийразбито в хлам Молодая семья с ребенком на руках в новом городе осталась без жизненно необходимых вещей Отправляли чтоб сразу переехать и жить как положенноа в итоге вся бытовая дорогущая техника разбитаи кровать и шкафы Все было в жесткой упаковке Почему не предупреждаеие что вам плевать на чужое имущество Что вы швыряете его как хотите,
Конечно летают грузы  декабря передали в терминал отправки  помимо того что отдых  дней длится сайт не работал еще и завтраками кормили почти неделю ваши диспетчера которые даже не знают где машина и где груз  Получил коробку в итоге как из одного места вытащили Спасибо второй раз такая ерунда больше не горю желанием пользоваться услугами вашей тк  Единственное в чем плюс отмечу это быстрое оформление документов и выдача груза ,
Из тех что жалуются видимо пэком не доставляли еще вот уж где разгильдяйствотак это тамминимальная очередь это два часаа когда те ребзи мне сказали на кассе что стоимость забора груза не  как калькулятор насчитала рпри том что сама доставка обошлась в р После этого я в это дочернее предприятие почты россии ни ногойБлаго терминал деловых  линий по соседству Аналогичную доставку сделали за забор  перевозкакрасавчики Да у меня грузы не требовательные к аккуратностимешки с сыручим матералом по кгпотому по качеству погрузкизагрузки не знаю как они,
Лучше Энергии нет И Пэк и Дел линпромолчу Алё водитель в городе можете связаться и забрать груз А где терминал в Минске,
Сергей добрый день В Минске терминалов нет груз везем до адреса получателя Если у Вас есть вопрос по конкретной перевозке напишите мне номер накладной в ЛС пожалуйста,
Мария добрый день,
Отправлен груз был  числа в Соленске был Почему не отзвонились до сих пор Изначально оговаривалось что нужен склад временного хранения в Минске тк подстраиваться под перевозчика нет возможности Даже адрес указан в накладной где будет груз Я один раз пользовался услугами Вашей компании и мне не понравилось встречаться с водителем бросив все дела тк он ограничен во времени И второе Если бы отзвонились сразу по прибытию груза в Смоленск и объяснили схему дальнейших действий было бы проще мне Я вчера все средства под ноль снял с карты а как оказалось оплачивать наличными нельзя Теперь мне нужно пополнять карту а потом назначать время доставки груза И опять же двое грудных детей и со временем вообще напряг На склад временного хранения хоть в течении недели с  до  нашёл бы время А так водитель только  часа в городе Даже доставка по адресу не сильно спасает Он приехать может в такой момент когда дети спят телефон на бесшумке и что в Смоленск самому ехать забирать потом или оплачивать опять доставку но опять же чтобы не получилось и в следующий раз такой картины,
Такая известная компания а склада временного хранения нет тем более в столице Крайне не доволен,
Сергей у нас нет терминаловскладов в Беларуси Груз везем до адреса получателя Поэтому с нами Вы никак не могли оговорить доставку до склада в МинскеОплата наличными на адресе принята быть не может  Информация по этому поводу размещена на сайте компанииТакже Вы можете уточнить по оплатепрочие вопросы по доставке груза по телефону Горячей ЛинииИзвините за возможно доставленные неудобства,
Цитата с сайта,
Оплата наличными  Оплата перевозки наличными возможна на терминале отправки или получения а также на адресе получения,
Написано же что могу оплатить наличными на адресе получателя,
Сергей на сайте написаноОсобенности оплаты международной перевозки Оплата перевозки груза клиентом находящимся на территории Казахстана Киргизии и Белоруссии возможна только банковским переводом по счету банковской картой водителю при получении груза а также на сайте и в мобильном приложении Выдача груза в странах СНГ при оплате получателем осуществляется только по факту оплаты ,
Отвратительные услуги со скидкой в  все равно остаются отвратительными услугами Самая некомпетентная компания среди перевозчиков  Деловые линии Никогда с вами дел более иметь не буду и другим буду советовать поступать так же,
Добрый день Первый раз столкнулся с вашей компанией и ничего хорошего пока сказать не могу  Задержки  ошибки это конечно же возможно  куда без них  но зачем врать и кормить завтраками  Люди ждут  время своё тратят а они  раз дозвониться не могут Я смотрю это носит массовый характер  так может этим людям  которые не дозвонились объяснить надо как пользоваться телефоном Отмазка детсадовская ей богу  Неужели нельзя реально оценить сколько времени потребуется для доставки Это сверхспособности ,
Александр здравствуйтеПожалуйста напишите мне в ЛС номер накладной заявки по которой возникла проблема Будем разбираться,
Вот так хорошая мысля приходит опосля надо было раньше читать отзывы знала бы воспользовалась бы другой тк,
Деловые добрый день У меня груз из РостованаДону в Мытищи  доставка  февраля и то под вопросом А у меня участие на ярмарке  февраля проплачено Мне очень нужно получить до выходных ,
Надюня удачи Я месяц получить не могу,
Деловые добрый день Вот не знаю после этого письма или так совпало но мой груз пришел в пятницу а в четверг вечером уже на сайте поменялась дата на пятницу Спасибо огромное Очень оперативно при том что груз  как оказалось  выехал из РостованаДону только в среду в ночь в пятницу с утра его уже можно было получить И очень оперативно поменяли гиузополучателя практически по звонку нашли письмо от отправителя и сразу все поменяли Сотрудники попадались компетентные и сразу все понимали и действовали оперативно Молодцы Готова написать письмо руководству с ходатайством о повышении ЗП сотрудникам,
Спасибо Посылку от  декабря получил  кг через полстраны за  рублей отличная цена посылка дошла без повреждений Хорошего рабочего дня Вам,
А мы до сих пор не можем получить от Деловые линии никаким образом не идут навстречу клиентам Ужасно работаете,
Владимир Чтото вы обманываете людей не хорошо так Посылка кг из МСК прямая фура с места забора до места назначения км от терминала до терминала  рублей,
Роман прошу Ознакомьтесь Я не обманывал Посылка шла из Кирова в Москву откуда через Уфу в Оренбург Чем вызван такой маршрут я  не знаю интересовался у менеджера Суммарно  км Отправили  дек В терминал прибыло  января Забрал  тк до этого терминал не работал,
Добрый день Может хоть кто то внятно объяснить почему груз в Казахстан из Кургана не могут доставить с го декабря Почему мне говорят что не могут дозвониться до получателя хотя я могу Деловые не умеют звонить в Казахстан Это была наша первая и последняя отправка через данную ТК Груз едет уже почти месяц,
Ярослав здравствуйтеНаписала Вам в ЛС просьба уточнить телефон,
Владимир спасибо за отзыв Рады сотрудничеству,
Мария почему удаляете мой комментарий,
Алеся не только ваш комментарий,
Галина здравствуйтеНаписала Вам в ЛСБудем разбираться,
Мария большое спасибо,
Деловые линии  отстой Отвратительная организация у них текучка и сотрудников и менеджеров и юристов как оказалось Каждый день новый юрист что у Вас за претензия отправьте письмом с подписью и печатью ага физлицо Я уже общалась с тремя юристами Тремя И каждый был не в курсе претензии Я считаю это отстоем Я уже  раз рассказывала мою проблему  раз высылала пс подписью и печатью Моя сумма ущерба  рублей Юристы отвечают не впопад Помощь специалиста  это стажер который не в курсе работы,
Никогда более не буду пользоваться услугами данной компании и всем с кем сотрудничаю буду советовать поступать так же,
Павел здравствуйте Пожалуйста напишите мне в ЛС номер накладной и в чем именно проблема,
Спасибо деловым линиям за отличную работу,
УВАЖАЕМЫЕ КОЛЛЕГИ ЖЕЛАЮ ВАМ ОТ ВСЕЙ ДУШИ В НОВОМ  ГОДУ УСПЕХАФАРТУСВЕТЛОЙ ДОРОГИСАМАРА ОСП ПРИДОРОЖНЫЙ ,
ЖЕЛАЮ нашим Деловушкам отличного настроенияуспехов в бизнесеА со своей стороны хорошей работы,
С праздником,
И получать и дарить,
а Вы уже сделали подарки своим сотрудникам или их деткам,
Мы то подготовилисьа Компания готова поздравить своих сотрудниковвторой год ожидают,
Уже ПОЛУЧАЕМ подарки от Вашей компании в виде НАРУШЕНИЙ СРОКОВ доставки,
Добрый день Хочу сказать сразу компания работает отвратительно Я как частное лицо не могу получить груз уже  сутки изза ваших внутренних бумаг Первый раз меня попросили просто доверенность оформить так как сама я в больнице Теперь должна быть нотариально заверенная доверенность хотя получатель моя мама Как вы работаете Чтобы получить чертов груз от вашей компании мне нужно в срочном порядке выйти из больницы хотя все оплачено о чем это говорит о том что вам плевать на ваших клиентов Спасибо огромное за испорченное настроение перед праздниками Отличный подарок,
Уточняю Вы сможете доставить до нового года Не знаем Ок хорошо хочу забрать сама Когда он будет в пункте выдачи Не знаем Примерно завтра Ничего не знаете ребят извините но фиговая у вас служба доставки,
ага прям реконструкция ледового побоища,
Ха ха,
Ха ха это критический комментарий,
Вот и сейчас мой ответ вам Сергей удалён как вы видите,
Ха ха ха,
Владимир чемто вы насолили админу ,
Ну я нет нет да и ДА выражаю своё неудовольствие это конторкой,
Админ  выходи на честный поединок Я дам вам парабеллум,
Леопольд выходи Выходи подлый трус,
Мелкий засранец Чтоб ты пользовался всю жизнь услугами деллин,
Чтоб они тебе грузы твои теряли как частенько это делают,
Чтоб ты всю жизнь по телефону с операторами общался,
Чтоб твой менеджер был грубиян и бестолочь,
И как приятно видеть в посте что они согласны с каждым словом,
Да как бы любой бизнес можно битвой назвать Чем он так отличается,
Да просто реально гордиться нечем вот и хвастаются НИЧЕМ,
Я удивился историей одного дела  уголовного если оно конечно не фейк,
Деловые Линии ,
И снова Здравствуйте Деловые Линии после назначенной даты   доставки моего груза чудо не произошло    мне искренне поклялась ваш оператор что у них там дата доставки  стоит  и что  декабря  тишина долгожданная встреча с курьером  опять не состоялось С нетерпением жду новых обещаний Не могу получить посылку с  ноября,
Святогор к сожалению по независящим от нас причинам задерживается прибытие груза Написала Вам в ЛС Извините за неудобства,
я даже в письмах ставлю пометку и предупреждаю всех поставщиковделовыми ни в коем случае не отправлятьнервы дороже,
Александр здравствуйтеЕсли есть проблема по какой либо накладной пожалуйста напишите мне в ЛС номер накладной и в чем именно дело,
Отправляли груз из Москвы в Самару Мало того что перепутали терминал приема и вместо Демократической отправили груз в Преображкнку еще и не доставили своевременно на адрес Звонила начиная с  до  Детализация звонков сохранена Сначала менеджер обещала перезвонить Потом общалась дважды с водителем В   он сообщил мне что привез груз на Демократическую  На Ваш адресСкриншоты ответа водителя отправителю Нет слов Учитывая что в  я последний раз говорила с водителем,
Марина здравствуйтеИзвините что вчера с доставкой возникла такая проблема Доставляем сегодня вечеромЕсли необходимо чтобы все грузы для Вас поступали на терминал Демократическая А пожалуйста позвоните нам на телефон Горячей Линии  и сообщите об этом И тогда все грузы для Вас будут приходить именно на этот складЕще раз извините за неудобства,
Добрый день Как составить жалобу на сотрудникаСотрудника зовут Анастасия,
Дарья здравствуйте Жалоба от Вас поступила разберемся и дадим Вам ответ,
Груз из Москвы до Орла идет уже ЧЕТЫРЕ дня Расстояние от Москвы до Орла  км это  часов езды но не ЧЕТЫРЕ дня Обещают одни условия по факту все по другому НЕ РЕКОМЕНДУЮ данную компанию Ответы чисто формальные ПОГОДАДОРОГА и тп а по факту ну какая погода просто не умеют работать и не справляются с поставленными задачами и обязательствами указанными на сайте,
Наталья здравствуйте Сожалеючто так произошло Ответила Вам в ЛС,
Наталья как я Вас понимаю Тоже в такой же ситуации оказалась  Груз из Москвы в Тольятти  расстояние  км на черепахе едет С этой компанией связалась из безысходности  хотя сейчас понимаю что не надо было Своей тк  которой пользуюсь постоянно груз забираю уже на следующий день после обеда ДЛ подвели хотя и обещали получение до нг НИКОМУ НЕ СОВЕТУЮ ЭТУ КОМПАНИЮ  Есть и другие более достойные,
Елена здравствуйтеНапишите номер накладной мне в ЛС пожалуйста Проверю  что там со сроком доставки,
день добрый деловые линии подскажите сколько времени будет идти груз  в данном случае частная посылка из Магнитогорска в Московскую область,
Наталья добрый деньОриентировочный срок доставки МагнитогорскМосква  дня не считая дня отправки А куда именно в Московскую обл,
Хорошо но дорого полностью перешли на другую компанию в  раза дешевле,
И нет страховки  руб к каждому грузу,
Евгений кит,
Обычная компашка  самая дорогая  сервис как у всех платите за их машины вы платите даже за въезд не в одной компании такого нет а сейчас еще включают сразу в счет доставку до клиента Не советую пустые понты Если хотите отправить груз лучше по ищите другую компанию нервы деньги и время будут целее,
Азат здравствуйте Да на некоторые наши терминалы платный въезд это условие компании арендодателя Для того чтобы снизить грузовой поток  Информация о терминалах с платным въездом есть на нашем сайте в открытом доступе  При оформлении приемной накладной услуга экспедирования включается для того чтобы грузополучателю не пришлось оформлять дополнительные письмазаявки в случае потребности в данной услуге Если получателю экспедирование не нужно  он может от него отказаться и забрать груз с терминала самостоятельно Если у Вас есть вопросы по какойлибо конкретной накладной  напишите мне в ЛС номер пожалуйста,
Да что Вы меня рассказываете слышал я про это у всех все бесплатно у ДЛ арендодатели деньги просят Мне не нужно рассказывать это не первый год вожу товары по всей России и тарифы знаю и как другие компании работают знаю Только почему мы должны платить Вам за въезд  за груз за документы Сейчас на рынке много прекрасных компании которые возят быстрей и дешевле раза в  Скажу так если много денег и нет мозгов то это хороший вариант  разведут как нечего делать Мне не нужно отвечать мое мнение если так говорю значит есть основание Кто не верит может набрать транспортные компании и сравнить цены  у всех перевозчиков на сайте есть калькуляторы,
Деловые Линии ну посмотрим сделайте хотя бы въезд бесплатный для начала для людей которые Вам деньги несут,
Больше в эту компанию ни ногой сначала деньги по взаимозачету не могли найти а потом и вовсе часть груза из рваной коробки пропала Скатились линии,
Деловые Линии Груз стоит р доставка   с въездом на территорию могут не пустить страховка  руб Процент минимальной  стоимости страховки сами посчитаетеНе иначе как каждый третий груз у вас обычно не доезжает до получателяУже просто смешно,
Используйте нормальные доски для обрешетки платишь за обрешеткуза страховку написано что СТЕКЛОоба груза в разные города разбиты и конечно никто возмещать и не собирается как с вами можно дальше работатьНакладная ,
Алексей здравствуйтеЕсли Ваш груз прибыл в поврежденной упаковкепри получении груза на складе все нарушения упаковкигруза необходимо фиксировать коммерческим актом составляется акт выдачи сотрудником компанииТакже Вы можете оформить претензию на возмещение ущерба Если у Вас есть вопросы по взаиморасчетам пожалуйста напишите мне в ЛС ИНН организации или номер накладной по которой возникла проблемаИзвините за неудобства,
Опять отписка Хорошо посмотрите накладную   сравните цену перевозки и страховку обратите внимание что плательщик я а услугу не заказывал прошу убрать получаю анонимную отписку и всё по кругу У меня только одно ощущение  наглость и хамство безграничны,
Александр стоимость страховки зависит не только от тарифа на перевозкувыше написала Информацию менеджеру передала Как получу ответ  напишу Вам,
отправитель ошибся с городом получателя   декабря направил письмо о перенаправлении  между городами  км сегодня до сих пор груз не перенаправлен звоню каждый день на горячую линию ответ один груз на переоформлении  Груз это костюмы для детского выступления которое должно состоятся уже послезавтра  Предполагаю что дети останутся без выступления ,
Любимый Малыш здравствуйтеНапишите мне в ЛС номер накладной  пожалуйста,
Мария спасибо Вам огромное за оказанную помощь  Вопрос разрешился  и сегодня нам привезут товар на адрес  Было бы неплохочто бы грузы распределялись за конкретными менеджерами которые и вели бы их а то получается каждый звонок разный оператор отвечает и получается никто ни за что не отвечает  Сотрудничаем давно с деловыми линиями и сейчас отказались от пэк в пользу компании только потому что открыли терминал у нас  надеюсь это был единичный случай и больше такого не повторится ну а если вдругто знаю куда бежать и кого о помощи просить  Спасибо,
Любимый Малыш Валентина я рада что все решилось и груз прибудет к выступлению детейИзвините что так произошло,
С ценами вы конечно уже оборзели В начале года за доставку платили  рублей В декабре уже  Как считаете нормально это При том что в город к нам приезжаете раз в неделю по пятницам Бывает так что машина приезжает уже после закрытия терминала и груз получить можно только в понедельник утром,
Безобразная работа сотрудников Была сделана заявка на забор груза и стоимость была озвучена в пределах  руб По факту был выписан счет примерно на  руб В него была включена транспортировка по городу за  руб жесткая упаковка за  руб которых в заявке не было И еще страховка за  руб Как это понимать При попытке получить переделанный счет получили хамский ответ от сотрудника в итоге так ничего и не дождались кроме хамства Продолжайте в том же духе на радость конкурентам,
Что ДЛ Лучшие Вы о чем вообще Это гнилушный перевозчик  Сами себя расхваливают перед собственниками и руководством В Свердловской области вообще бермудский треугольник,
Рустиколо здравствуйтеНа ряд грузов обязательна жесткая упаковкаПожалуйста напишите мне в ЛС номер накладной или номер заявки на забор груза,
Александр здравствуйтеНаписала Вам в ЛС,
Деловые Линии при каких условиях можно получить скидку Много лет уже с вами работаем,
Сервисом не довольны Уже несколько раз сорвали нам сроки доставки Начинаем советовать поставщикам пользоваться другими транспортными тк в этой никому дела нет до статуса груза и его срочности и последствиях поставки не в срок,
Андрей здравствуйтепожалуйста напишите мне в ЛС по какой накладной накладным возникла проблема,
Мария мне отправили  кг груза груз исчез теперь хотят выплатить  р за кг смешно  наверное просто бумага стоит дороже чем ваши выплаты  еще чтоб получить  р нужно собрать кучу бумаг печатей и прочего  одно воровство процветает,
Владимир здравствуйтеДля возмещения ущерба по претензии  действительно необходимо предоставить документы В том числе документы которые подтверждают стоимость грузаПожалуйста напишите мне в ЛС номер накладной на груз,
Мария  от ,
 здравствуйте Устанавливаем где недостающее место Как только информация будет напишу Вам Ваши комментарии от вчерашнего дня  в теме обращения Я их вижу,
Владимир да претензия по накладной есть Запрошены документы Могу только повторить что возмещение ущерба производится на основании документов со слов это невозможноМне жаль что возникла такая проблема Извините за неудобства,
Мария  от  Срочный груз после отмены доставки на складе все равно отправили на доставку но так и не доставили Попросили доставку организовать до  привезли только в  А за точное время доставки еще и денег просили Результат  срыв срочных работ на производстве Лояльнее нужно быть к крупным предприятиям,
Анатолий добрый деньНаписала Вам в ЛС жду номер накладной на груз,
Деловые линии  отличная работа Много раз пользовался Вашими услугами и всегда на хорошо и отлично Очередной раз заказ  из Ижевска в Омск двое суток и вдобавок подвезли прямо к воротам гаража Приятно работать Спасибо,
заказал детский комплекс в интернетмагазине отправили мне его через ДЛ до терминала в СПБ сам я из Лен области я зарегистрировался на сайте ДЛ хотел отследить статус отправления по накладной в личном кабинете увидел опцию перенаправить груз на терминал в мой город Сосновый Бор оказывается есть в нашем городе ДЛ создал заявку на перемещение с адресной доставкой пришло письмо на почту с информацией что заявка принята и отправление на следующий день прибудет на следующий день ничего не пришло захожу в личный кабинет у моей заявки стоит статус отмена я позвонил в ДЛ оператор сказал что все в порядке отправление формируется как сформируется вам перезвонят через два дня я перезвонил снова тоже самое все в порядке перенаправление оформлено ожидайте посылку на адресе через неделю мне перезванивают и говорят чтобы получить свою посылку Вам нужно отправить письмо с согласием что вы оплатите стоимость доставки и стоимость хранения за  дней начались споры посылку я так забрать и не могу потомучто согласие на оплату хранения не подписал а от ДЛ по телефону мне сказали как хотите посылка будет лежать до тех пор пока вы не напишите согласие на оплату хранения и срок хранения будет увеличиваться пока вы думаете,
Мы в Симферополе получили груз не в полном объёме  где искать остальной груз,
С  ноября моя посылка была доставлена на терминал очень деловых линий в Сыктывкаре   ноября наконецто была создана заявка на доставку до адресата гВоркута Ваш оператор сообщил что в течении СУТОК мне будет выставлен счет на оплату доставки  в течении двух недель меня кормили завртраками  уверяли что все еще Актуально я названивала вашим операторам почти каждый день Причем наше общение происходит в одностороннем порядке Терпение мое кончилось  декабря я вынесла мозг всем операторам и о чудо после  звонка мне выслали счет на оплату доставки на электронную почтуОплата прошла  декабря Вот теперь сижу жду когда же ваши специалисты свяжутся со мнойМашина на Воркуту уходит только по пятницам я так понимаю что и в эту пятницу моя посылка никуда не тронется с места и еще как минимум до следующей пятницы Но самое забавное даже не в этом а в том что мне спустя эти недели нервотрепки выставили счет за просроченные дни а счет каждый раз был на разные суммы за один день он менялся четыре раза Такое ощущение что ваша компания просто вытягивает деньги таким образомТо есть это я еще и должна вашей компании за вами доставленные мне неудобства Между делом посылка из Китая дошла до Сыктывкара за  неделиа из Сыктывкара жду с  ноября,
Святогор добрый деньпожалуйста напишите мне в ЛС номер накладной,
Ольга добрый деньнаписала Вам в ЛС,
Отвратительная контораСервисникакойплевать на клиентовЦены как у всех или вышечтобы получить свою посылку или изменить получателя нужно исполнить акробатический трюкВсе как роботы в службе поддержки похожи на зомби и трындят только про какойто абсолютно неудобный для клиентов и не поддающийся никакому здравому смыслу Всем рекомендую обходить стороной данную контору,
Александр здравствуйтеЧтобы изменить получателя груза отправитель предоставляет нам письмо  Информация об этом предоставлена Вам в ЛС,
Мария да я получилЯ пытаюсь сменить получателя и это занимает около  часовпосле чего мне говорятчто тут не тои тутотправьте зановоа мой водитель тем временем катается туда сюдав терминал и обратнописьмо на смену получателя с подписью отправлено в воскресеньемне сказаличто нет паспорта отправителяхотя паспорт отправителя уже был неоднократно отправленТеперь опять ждать  часана точтобы рассмотрели должностные лица,
Александр письмо поступило Информацию менеджеру передала Извините за неудобства,
 от  сломали груз в хлам дорогущее заказное оборудование Почти два месяца футболят груз застрахован но толку Претензию написал через месяц узнаю что надо было акт двухстороний получать хоть бы один сотрудник про него сказал пришлось забирать разломанный металолом без этого этот сраный акт не выдавали а зачем мне сломанное оорудование в личном кабинете документы не отправляются но про это через неделю узнаешь Тут на форумах Почту России сравнивали подозреваю что появился конкурент им по отношению к посылкам Сколько срок на рассмотрение претензий и срок давности,
Согласен что в течении  дней потом в течении  или  дней еще страховая рассматривает потом доп документы еще неделю рассматривает а личный кабинет в котором выкладываешь документы или отвечаешь на вопросы оказывается не срабатывает на отправку документов но про это узнаешь когда  дней на ответ истеклиЭто уже месяц набегает при условии что только и занимаешься самостоятельно этим вопросомА просрочка по контракту уже капает капает,
Совсем не цените своих клиентов содрали деньги за платное хранение при этом информации о прибытии груза и сроков не донесли ни звонка ни смс ни письма на почту Попытался разобраться менеджер твердит одно кассир другое сотрудник кал центра третье Хуже вас только желдор Стыд и срам,
